342 U.S. 402,72 S. Ct. 398,96 L. Ed. 2d 448,1952 U.S. LEXIS 2383,SUTTON v. LEIB,3/3/1952,4
342 U.S. 415,72 S. Ct. 428,96 L. Ed. 2d 458,1952 U.S. LEXIS 2384,"MULLANEY, COMMISSIONER OF TAXATION OF THE TERRITORY OF ALASKA, v. ANDERSON et al.",3/3/1952,2
342 U.S. 421,72 S. Ct. 405,96 L. Ed. 2d 469,1952 U.S. LEXIS 2708,"DAY-BRITE LIGHTING, INC. v. MISSOURI",3/3/1952,2
342 U.S. 429,72 S. Ct. 394,96 L. Ed. 2d 475,1952 U.S. LEXIS 2385,DOREMUS ET AL. v. BOARD OF EDUCATION OF THE BOROUGH OF HAWTHORNE ET AL.,3/3/1952,9
342 U.S. 437,72 S. Ct. 413,96 L. Ed. 2d 485,1952 U.S. LEXIS 2386,PERKINS v. BENGUET CONSOLIDATED MINING CO. ET AL.,3/3/1952,5
342 U.S. 451,72 S. Ct. 433,96 L. Ed. 2d 497,1952 U.S. LEXIS 2709,"BRANNAN, SECRETARY OF AGRICULTURE, v. STARK ET AL.",3/3/1952,2
342 U.S. 485,72 S. Ct. 380,96 L. Ed. 2d 517,1952 U.S. LEXIS 2387,ADLER ET AL. v. BOARD OF EDUCATION OF THE CITY OF NEW YORK,3/3/1952,2
342 U.S. 512,72 S. Ct. 410,96 L. Ed. 2d 534,1952 U.S. LEXIS 2388,"BLACKMAR v. GUERRE, REGIONAL MANAGER, VETERANS' ADMINISTRATION, ET AL.",3/3/1952,2
342 U.S. 517,72 S. Ct. 432,96 L. Ed. 2d 540,1952 U.S. LEXIS 2389,GRAY ET AL. v. BOARD OF TRUSTEES OF THE UNIVERSITY OF TENNESSEE ET AL.,3/3/1952,9
342 U.S. 519,72 S. Ct. 509,96 L. Ed. 2d 541,1952 U.S. LEXIS 2343,"FRISBIE, WARDEN, v. COLLINS",3/10/1952,3
342 U.S. 524,72 S. Ct. 525,96 L. Ed. 2d 547,1952 U.S. LEXIS 2344,"CARLSON ET AL. v. LANDON, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION SERVICE",3/10/1952,2
342 U.S. 570,72 S. Ct. 492,96 L. Ed. 2d 576,1952 U.S. LEXIS 2634,FAR EAST CONFERENCE ET AL. v. UNITED STATES ET AL.,3/10/1952,3
342 U.S. 580,72 S. Ct. 512,96 L. Ed. 2d 586,1952 U.S. LEXIS 2345,"HARISIADES v. SHAUGHNESSY, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION",3/10/1952,2
343 U.S. 1,72 S. Ct. 451,96 L. Ed. 2d 717,1952 U.S. LEXIS 2342,SACHER ET AL. v. UNITED STATES,3/10/1952,2
343 U.S. 90,72 S. Ct. 497,96 L. Ed. 2d 769,1952 U.S. LEXIS 2777,LILLY ET AL. v. COMMISSIONER OF INTERNAL REVENUE,3/10/1952,4
343 U.S. 99,72 S. Ct. 502,96 L. Ed. 2d 775,1952 U.S. LEXIS 2659,BUCK ET AL. v. CALIFORNIA,3/10/1952,2
343 U.S. 112,72 S. Ct. 581,96 L. Ed. 2d 786,1952 U.S. LEXIS 2284,BRUNER v. UNITED STATES,3/24/1952,2
343 U.S. 118,72 S. Ct. 585,96 L. Ed. 2d 791,1952 U.S. LEXIS 2775,LYKES v. UNITED STATES,3/24/1952,2
343 U.S. 130,72 S. Ct. 571,96 L. Ed. 2d 833,1952 U.S. LEXIS 2776,RUTKIN v. UNITED STATES,3/24/1952,2
343 U.S. 148,72 S. Ct. 568,96 L. Ed. 2d 846,1952 U.S. LEXIS 2247,UNITED STATES v. HOOD ET AL.,3/31/1952,3
343 U.S. 154,72 S. Ct. 598,96 L. Ed. 2d 852,1952 U.S. LEXIS 2245,"RAY, CHAIRMAN OF THE STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA, v. BLAIR",4/3/1952,3
343 U.S. 156,72 S. Ct. 611,96 L. Ed. 2d 853,1952 U.S. LEXIS 2230,"KAUFMAN ET AL. v. SOCIETE INTERNATIONALE POUR PARTICIPATIONS INDUSTRIELLES ET COMMERCIALES, S. A., ET AL.",4/7/1952,3
343 U.S. 169,72 S. Ct. 591,96 L. Ed. 2d 863,1952 U.S. LEXIS 2231,UNITED STATES v. SPECTOR,4/7/1952,3
343 U.S. 181,72 S. Ct. 599,96 L. Ed. 2d 872,1952 U.S. LEXIS 2232,STROBLE v. CALIFORNIA,4/7/1952,2
343 U.S. 205,72 S. Ct. 618,96 L. Ed. 2d 888,1952 U.S. LEXIS 2642,"UEBERSEE FINANZ-KORPORATION, A. G., v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",4/7/1952,7
343 U.S. 214,72 S. Ct. 654,96 L. Ed. 2d 894,1952 U.S. LEXIS 2246,"RAY, CHAIRMAN OF THE STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA, v. BLAIR",4/15/1952,3
343 U.S. 236,72 S. Ct. 666,96 L. Ed. 2d 907,1952 U.S. LEXIS 2633,UNITED STATES v. ATLANTIC MUTUAL INSURANCE CO. ET AL.,4/21/1952,2
343 U.S. 250,72 S. Ct. 725,96 L. Ed. 2d 919,1952 U.S. LEXIS 2799,BEAUHARNAIS v. ILLINOIS,4/28/1952,2
343 U.S. 306,72 S. Ct. 679,96 L. Ed. 2d 954,1952 U.S. LEXIS 2773,"ZORACH ET AL. v. CLAUSON ET AL., CONSTITUTING THE BOARD OF EDUCATION OF THE CITY OF NEW YORK, ET AL.",4/28/1952,2
343 U.S. 326,72 S. Ct. 690,96 L. Ed. 2d 978,1952 U.S. LEXIS 2701,UNITED STATES v. OREGON STATE MEDICAL SOCIETY ET AL.,4/28/1952,2
343 U.S. 341,72 S. Ct. 699,96 L. Ed. 2d 988,1952 U.S. LEXIS 2156,"MADSEN v. KINSELLA, WARDEN",4/28/1952,2
343 U.S. 373,72 S. Ct. 716,96 L. Ed. 2d 1008,1952 U.S. LEXIS 2658,SWIFT & COMPANY v. UNITED STATES ET AL.,5/5/1952,2
343 U.S. 390,72 S. Ct. 842,96 L. Ed. 2d 1022,1952 U.S. LEXIS 2098,PALMER OIL CORP. ET AL. v. AMERADA PETROLEUM CORP. ET AL.,5/12/1952,9
343 U.S. 393,72 S. Ct. 859,96 L. Ed. 2d 1026,1952 U.S. LEXIS 2099,"DIXON v. DUFFY, WARDEN",5/12/1952,1
343 U.S. 395,72 S. Ct. 824,96 L. Ed. 2d 1027,1952 U.S. LEXIS 2698,NATIONAL LABOR RELATIONS BOARD v. AMERICAN NATIONAL INSURANCE CO.,5/26/1952,2
343 U.S. 414,72 S. Ct. 843,96 L. Ed. 2d 1042,1952 U.S. LEXIS 2641,PENNSYLVANIA WATER & POWER CO. ET AL. v. FEDERAL POWER COMMISSION ET AL.,5/26/1952,2
343 U.S. 427,72 S. Ct. 849,96 L. Ed. 2d 1051,1952 U.S. LEXIS 2626,JOHANSEN v. UNITED STATES,5/26/1952,2
343 U.S. 444,72 S. Ct. 838,96 L. Ed. 2d 1063,1952 U.S. LEXIS 2810,BESSER MANUFACTURING CO. ET AL. v. UNITED STATES,5/26/1952,2
343 U.S. 451,72 S. Ct. 813,96 L. Ed. 2d 1068,1952 U.S. LEXIS 2061,PUBLIC UTILITIES COMMISSION OF THE DISTRICT OF COLUMBIA ET AL. v. POLLAK ET AL.,5/26/1952,4
343 U.S. 470,72 S. Ct. 800,96 L. Ed. 2d 1081,1952 U.S. LEXIS 2627,FEDERAL TRADE COMMISSION v. RUBEROID CO.,5/26/1952,2
343 U.S. 495,72 S. Ct. 777,96 L. Ed. 2d 1098,1952 U.S. LEXIS 2796,"JOSEPH BURSTYN, INC. v. WILSON, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",5/26/1952,3
343 U.S. 541,72 S. Ct. 834,96 L. Ed. 2d 1130,1952 U.S. LEXIS 2062,STEMBRIDGE v. GEORGIA,5/26/1952,9
343 U.S. 549,72 S. Ct. 978,96 L. Ed. 2d 1134,1952 U.S. LEXIS 2656,"THOMPSON, TRUSTEE, MISSOURI PACIFIC RAILROAD CO. v. UNITED STATES ET AL.",6/2/1952,3
343 U.S. 562,72 S. Ct. 985,96 L. Ed. 2d 1142,1952 U.S. LEXIS 2657,UNITED STATES ET AL. v. GREAT NORTHERN RAILWAY CO.,6/2/1952,4
343 U.S. 579,72 S. Ct. 863,96 L. Ed. 2d 1153,1952 U.S. LEXIS 2625,YOUNGSTOWN SHEET & TUBE CO. ET AL. v. SAWYER,6/2/1952,2
343 U.S. 711,72 S. Ct. 994,96 L. Ed. 2d 1237,1952 U.S. LEXIS 2809,ROBERTSON v. UNITED STATES,6/2/1952,2
343 U.S. 717,72 S. Ct. 950,96 L. Ed. 2d 1249,1952 U.S. LEXIS 2017,KAWAKITA v. UNITED STATES,6/2/1952,2
343 U.S. 747,72 S. Ct. 967,96 L. Ed. 2d 1270,1952 U.S. LEXIS 2794,ON LEE v. UNITED STATES,6/2/1952,2
343 U.S. 768,72 S. Ct. 1022,96 L. Ed. 2d 1283,1952 U.S. LEXIS 2690,BROTHERHOOD OF RAILROAD TRAINMEN ET AL. v. HOWARD ET AL.,6/9/1952,2
343 U.S. 779,72 S. Ct. 1011,96 L. Ed. 2d 1294,1952 U.S. LEXIS 2632,"ISBRANDTSEN COMPANY, INC. v. JOHNSON",6/9/1952,2
343 U.S. 790,72 S. Ct. 1002,96 L. Ed. 2d 1302,1952 U.S. LEXIS 1955,LELAND v. OREGON,6/9/1952,2
343 U.S. 808,72 S. Ct. 999,96 L. Ed. 2d 1317,1952 U.S. LEXIS 1956,CASEY ET AL. v. UNITED STATES,6/9/1952,3
343 U.S. 922,72 S. Ct. 756,96 L. Ed. 2d 1335,1952 U.S. LEXIS 2186,"VON MOLTKE v. GILLIES, SUPERINTENDENT.",4/21/1952,2
342 U.S. 845,72 S. Ct. 72,96 L. Ed. 2d 638,1951 U.S. LEXIS 1466,"UNITED STATES EX REL. GIESE v. CHAMBERLIN, COMMANDING GENERAL, et al.",10/15/1951,2
342 U.S. 911,72 S. Ct. 305,96 L. Ed. 2d 682,1952 U.S. LEXIS 2538,UNITED STATES v. JORDAN et al.,1/14/1952,2
342 U.S. 916,72 S. Ct. 363,96 L. Ed. 2d 685,1952 U.S. LEXIS 2487,"MCGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, v. NAGANO",1/28/1952,2
342 U.S. 950,72 S. Ct. 623,96 L. Ed. 2d 706,1952 U.S. LEXIS 2346,"A/S J. LUDWIG MOWINCKELS REDERI et al. v. ISBRANDTSEN CO., INC. et al.",3/10/1952,2
344 U.S. 1,73 S. Ct. 1,97 L. Ed. 2d 3,1952 U.S. LEXIS 1953,BROWN ET AL. v. BOARD OF EDUCATION OF TOPEKA ET AL.,10/8/1952,1
344 U.S. 4,73 S. Ct. 2,97 L. Ed. 2d 4,1952 U.S. LEXIS 2653,"CIVIL AERONAUTICS BOARD ET AL. v. AMERICAN AIR TRANSPORT, INC. ET AL.",10/20/1952,9
344 U.S. 6,73 S. Ct. 71,97 L. Ed. 2d 6,1952 U.S. LEXIS 2768,"ARROWSMITH ET AL., EXECUTORS, ET AL. v. COMMISSIONER OF INTERNAL REVENUE",11/10/1952,2
344 U.S. 13,73 S. Ct. 75,97 L. Ed. 2d 12,1952 U.S. LEXIS 2785,SANFORD v. KEPNER,11/10/1952,2
344 U.S. 17,73 S. Ct. 85,97 L. Ed. 2d 15,1952 U.S. LEXIS 2640,FEDERAL POWER COMMISSION v. IDAHO POWER CO.,11/10/1952,3
344 U.S. 25,73 S. Ct. 80,97 L. Ed. 2d 23,1952 U.S. LEXIS 2669,"NATHANSON, TRUSTEE IN BANKRUPTCY, v. NATIONAL LABOR RELATIONS BOARD",11/10/1952,4
344 U.S. 33,73 S. Ct. 67,97 L. Ed. 2d 54,1952 U.S. LEXIS 2648,"UNITED STATES ET AL. v. L. A. TUCKER TRUCK LINES, INC.",11/10/1952,4
344 U.S. 43,73 S. Ct. 77,97 L. Ed. 2d 61,1952 U.S. LEXIS 2769,"UNITED STATES v. BEACON BRASS CO., INC. ET AL.",11/10/1952,3
344 U.S. 48,73 S. Ct. 125,97 L. Ed. 2d 77,1952 U.S. LEXIS 2624,"JOHNSON, ADMINISTRATRIX, v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",11/17/1952,5
344 U.S. 66,73 S. Ct. 114,97 L. Ed. 2d 101,1952 U.S. LEXIS 1516,UNITED STATES v. HENNING ET AL.,11/17/1952,3
344 U.S. 82,73 S. Ct. 122,97 L. Ed. 2d 111,1952 U.S. LEXIS 1517,BAUMET ET AL. v. UNITED STATES ET AL.,11/17/1952,3
344 U.S. 86,73 S. Ct. 139,97 L. Ed. 2d 114,1952 U.S. LEXIS 1518,"SWEENEY, SHERIFF, v. WOODALL",11/17/1952,3
344 U.S. 94,73 S. Ct. 143,97 L. Ed. 2d 120,1952 U.S. LEXIS 2666,KEDROFF ET AL. v. SAINT NICHOLAS CATHEDRAL OF THE RUSSIAN ORTHODOX CHURCH IN NORTH AMERICA,11/24/1952,4
344 U.S. 133,73 S. Ct. 135,97 L. Ed. 2d 146,1952 U.S. LEXIS 1496,"MANDOLI v. ACHESON, SECRETARY OF STATE",11/24/1952,4
344 U.S. 141,73 S. Ct. 124,97 L. Ed. 2d 152,1952 U.S. LEXIS 1497,BROWN ET AL. v. BOARD OF EDUCATION OF TOPEKA ET AL.,11/24/1952,1
344 U.S. 143,73 S. Ct. 193,97 L. Ed. 2d 153,1952 U.S. LEXIS 1454,"DIXON v. DUFFY, WARDEN",12/8/1952,5
344 U.S. 149,73 S. Ct. 200,97 L. Ed. 2d 157,1952 U.S. LEXIS 2631,"UNITED STATES v. CALTEX (PHILIPPINES), INC. ET AL.",12/8/1952,3
344 U.S. 157,73 S. Ct. 204,97 L. Ed. 2d 168,1952 U.S. LEXIS 2650,"LLOYD A. FRY ROOFING CO. v. WOOD ET AL., MEMBERS OF THE ARKANSAS PUBLIC SERVICE COMMISSION",12/8/1952,2
344 U.S. 167,73 S. Ct. 191,97 L. Ed. 2d 186,1952 U.S. LEXIS 2766,ALISON v. UNITED STATES,12/8/1952,3
344 U.S. 171,73 S. Ct. 198,97 L. Ed. 2d 197,1952 U.S. LEXIS 1455,"BAILESS, COUNTY TREASURER, ET AL. v. PAUKUNE",12/8/1952,4
344 U.S. 174,73 S. Ct. 189,97 L. Ed. 2d 200,1952 U.S. LEXIS 1456,UNITED STATES v. CARDIFF,12/8/1952,2
344 U.S. 178,73 S. Ct. 196,97 L. Ed. 2d 204,1952 U.S. LEXIS 2664,"MONTGOMERY BUILDING & CONSTRUCTION TRADES COUNCIL ET AL. v. LEDBETTER ERECTION CO., INC.",12/8/1952,9
344 U.S. 183,73 S. Ct. 215,97 L. Ed. 2d 216,1952 U.S. LEXIS 1430,WIEMAN et al. v. UPDEGRAFF et al.,12/15/1952,3
344 U.S. 199,73 S. Ct. 232,97 L. Ed. 2d 231,1952 U.S. LEXIS 1431,SCHWARTZ v. TEXAS,12/15/1952,2
344 U.S. 206,73 S. Ct. 245,97 L. Ed. 2d 245,1952 U.S. LEXIS 2639,FEDERAL TRADE COMMISSION v. MINNEAPOLIS-HONEYWELL REGULATOR CO.,12/22/1952,9
344 U.S. 218,73 S. Ct. 227,97 L. Ed. 2d 260,1952 U.S. LEXIS 2662,UNITED STATES v. UNIVERSAL C. I. T. CREDIT CORPORATION ET AL.,12/22/1952,2
344 U.S. 228,73 S. Ct. 222,97 L. Ed. 2d 276,1952 U.S. LEXIS 2784,"F. W. WOOLWORTH CO. v. CONTEMPORARY ARTS, INC.",12/22/1952,2
344 U.S. 237,73 S. Ct. 236,97 L. Ed. 2d 291,1952 U.S. LEXIS 2647,"PUBLIC SERVICE COMMISSION OF UTAH ET AL. v. WYCOFF COMPANY, INC.",12/22/1952,3
344 U.S. 254,73 S. Ct. 259,97 L. Ed. 2d 301,1952 U.S. LEXIS 2649,"KING ET AL., CONSTITUTING THE FLORIDA RAILROAD AND PUBLIC UTILITIES COMMISSION, v. UNITED STATES ET AL.",12/22/1952,2
344 U.S. 280,73 S. Ct. 252,97 L. Ed. 2d 319,1952 U.S. LEXIS 2663,"STEELE ET AL. v. BULOVA WATCH CO., INC.",12/22/1952,2
344 U.S. 293,73 S. Ct. 299,97 L. Ed. 2d 333,1953 U.S. LEXIS 2632,"CITY OF NEW YORK v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",1/12/1953,3
344 U.S. 298,73 S. Ct. 307,97 L. Ed. 2d 337,1953 U.S. LEXIS 2561,"AMERICAN TRUCKING ASSOCIATIONS, INC. ET AL. v. UNITED STATES ET AL.",1/12/1953,2
344 U.S. 334,73 S. Ct. 302,97 L. Ed. 2d 367,1953 U.S. LEXIS 2556,PENNSYLVANIA RAILROAD CO. v. O'ROURKE,1/12/1953,3
344 U.S. 344,73 S. Ct. 287,97 L. Ed. 2d 377,1953 U.S. LEXIS 2633,"NATIONAL LABOR RELATIONS BOARD v. SEVEN-UP BOTTLING COMPANY OF MIAMI, INC.",1/12/1953,3
344 U.S. 357,73 S. Ct. 293,97 L. Ed. 2d 387,1953 U.S. LEXIS 2488,EDELMAN v. CALIFORNIA,1/12/1953,9
344 U.S. 367,73 S. Ct. 340,97 L. Ed. 2d 395,1953 U.S. LEXIS 2469,SOUTH BUFFALO RAILWAY CO. v. AHERN ET AL.,1/19/1953,2
344 U.S. 375,73 S. Ct. 375,97 L. Ed. 2d 407,1953 U.S. LEXIS 2628,"NATIONAL LABOR RELATIONS BOARD v. DANT ET AL., DOING BUSINESS AS DANT & RUSSELL, LTD.",2/2/1953,3
344 U.S. 386,73 S. Ct. 381,97 L. Ed. 2d 422,1953 U.S. LEXIS 2555,"DE LA RAMA STEAMSHIP CO., INC. v. UNITED STATES",2/2/1953,3
344 U.S. 392,73 S. Ct. 361,97 L. Ed. 2d 426,1953 U.S. LEXIS 2566,"FEDERAL TRADE COMMISSION v. MOTION PICTURE ADVERTISING SERVICE CO., INC.",2/2/1953,3
344 U.S. 407,73 S. Ct. 358,97 L. Ed. 2d 441,1953 U.S. LEXIS 2424,"STONE v. NEW YORK, CHICAGO & ST. LOUIS RAILROAD CO.",2/2/1953,3
344 U.S. 414,73 S. Ct. 369,97 L. Ed. 2d 447,1953 U.S. LEXIS 2425,GORDON ET AL. v. UNITED STATES,2/2/1953,3
344 U.S. 424,73 S. Ct. 349,97 L. Ed. 2d 456,1953 U.S. LEXIS 2426,BROCK v. NORTH CAROLINA,2/2/1953,2
344 U.S. 443,73 S. Ct. 397,97 L. Ed. 2d 469,1953 U.S. LEXIS 2391,"BROWN v. ALLEN, WARDEN",2/9/1953,2
344 U.S. 561,73 S. Ct. 391,97 L. Ed. 2d 549,1953 U.S. LEXIS 2392,"UNITED STATES EX REL. SMITH v. BALDI, SUPERINTENDENT, PHILADELPHIA COUNTY PRISON",2/9/1953,2
344 U.S. 574,73 S. Ct. 460,97 L. Ed. 2d 559,1953 U.S. LEXIS 2393,CITY OF CHICAGO v. WILLETT COMPANY,2/9/1953,4
344 U.S. 583,73 S. Ct. 468,97 L. Ed. 2d 567,1953 U.S. LEXIS 2394,"BODE et al. v. BARRETT, SECRETARY OF STATE, et al.",2/9/1953,2
344 U.S. 590,73 S. Ct. 472,97 L. Ed. 2d 576,1953 U.S. LEXIS 2554,KWONG HAI CHEW v. COLDING ET AL.,2/9/1953,4
344 U.S. 604,73 S. Ct. 481,97 L. Ed. 2d 593,1953 U.S. LEXIS 2395,LUTWAK ET AL. v. UNITED STATES,2/9/1953,2
344 U.S. 624,73 S. Ct. 465,97 L. Ed. 2d 617,1953 U.S. LEXIS 2396,HOWARD ET AL. v. COMMISSIONERS OF THE SINKING FUND OF THE CITY OF LOUISVILLE ET AL.,2/9/1953,2
344 U.S. 630,73 S. Ct. 459,97 L. Ed. 2d 622,1953 U.S. LEXIS 2397,UNITED STATES v. LANE MOTOR CO.,2/9/1953,2
345 U.S. 1,73 S. Ct. 528,97 L. Ed. 2d 727,1953 U.S. LEXIS 2329,UNITED STATES v. REYNOLDS ET AL.,3/9/1953,4
345 U.S. 13,73 S. Ct. 565,97 L. Ed. 2d 745,1953 U.S. LEXIS 2615,"ALSTATE CONSTRUCTION CO. v. DURKIN, SECRETARY OF LABOR",3/9/1953,2
345 U.S. 19,73 S. Ct. 568,97 L. Ed. 2d 751,1953 U.S. LEXIS 2616,THOMAS v. HEMPT BROTHERS,3/9/1953,4
345 U.S. 22,73 S. Ct. 510,97 L. Ed. 2d 754,1953 U.S. LEXIS 2699,UNITED STATES v. KAHRIGER,3/9/1953,3
345 U.S. 41,73 S. Ct. 543,97 L. Ed. 2d 770,1953 U.S. LEXIS 2617,UNITED STATES v. RUMELY,3/9/1953,2
345 U.S. 59,73 S. Ct. 580,97 L. Ed. 2d 821,1953 U.S. LEXIS 2534,UNEXCELLED CHEMICAL CORP. v. UNITED STATES,3/9/1953,3
345 U.S. 67,73 S. Ct. 526,97 L. Ed. 2d 828,1953 U.S. LEXIS 2330,FOWLER v. RHODE ISLAND,3/9/1953,4
345 U.S. 71,73 S. Ct. 519,97 L. Ed. 2d 832,1953 U.S. LEXIS 2618,"NATIONAL LABOR RELATIONS BOARD v. ROCKAWAY NEWS SUPPLY CO., INC.",3/9/1953,2
345 U.S. 83,73 S. Ct. 534,97 L. Ed. 2d 842,1953 U.S. LEXIS 2331,"ORLOFF v. WILLOUGHBY, COMMANDANT",3/9/1953,2
345 U.S. 100,73 S. Ct. 552,97 L. Ed. 2d 852,1953 U.S. LEXIS 2619,AMERICAN NEWSPAPER PUBLISHERS ASSOCIATION v. NATIONAL LABOR RELATIONS BOARD,3/9/1953,2
345 U.S. 117,73 S. Ct. 560,97 L. Ed. 2d 864,1953 U.S. LEXIS 2620,"NATIONAL LABOR RELATIONS BOARD v. GAMBLE ENTERPRISES, INC.",3/9/1953,4
345 U.S. 128,73 S. Ct. 570,97 L. Ed. 2d 872,1953 U.S. LEXIS 2621,RAMSPECK ET AL. v. FEDERAL TRIAL EXAMINERS CONFERENCE ET AL.,3/9/1953,3
345 U.S. 146,73 S. Ct. 592,97 L. Ed. 2d 912,1953 U.S. LEXIS 2552,BALTIMORE & OHIO RAILROAD CO. ET AL. v. UNITED STATES ET AL.,3/16/1953,2
345 U.S. 153,73 S. Ct. 609,97 L. Ed. 2d 918,1953 U.S. LEXIS 2560,"UNITED STATES EX REL. CHAPMAN, SECRETARY OF THE INTERIOR, v. FEDERAL POWER COMMISSION ET AL.",3/16/1953,2
345 U.S. 183,73 S. Ct. 596,97 L. Ed. 2d 938,1953 U.S. LEXIS 2611,"ORVIS ET AL. v. BROWNELL, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",3/16/1953,2
345 U.S. 192,73 S. Ct. 585,97 L. Ed. 2d 946,1953 U.S. LEXIS 2612,"LOCAL UNION NO. 10, UNITED ASSOCIATION OF JOURNEYMEN PLUMBERS & STEAMFITTERS, ET AL. v. GRAHAM ET AL., TRADING AS GRAHAM BROTHERS",3/16/1953,2
345 U.S. 206,73 S. Ct. 625,97 L. Ed. 2d 956,1953 U.S. LEXIS 2301,"SHAUGHNESSY, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION, v. UNITED STATES EX REL. MEZEI",3/16/1953,3
345 U.S. 229,73 S. Ct. 603,97 L. Ed. 2d 972,1953 U.S. LEXIS 2613,"HEIKKILA v. BARBER, DISTRICT DIRECTOR OF THE IMMIGRATION AND NATURALIZATION SERVICE, ET AL.",3/16/1953,2
345 U.S. 242,73 S. Ct. 600,97 L. Ed. 2d 983,1953 U.S. LEXIS 2302,"ALBERTSON ET AL. v. MILLARD, ATTORNEY GENERAL OF MICHIGAN, ET AL.",3/16/1953,5
345 U.S. 247,73 S. Ct. 656,97 L. Ed. 2d 986,1953 U.S. LEXIS 2607,WESTERN PACIFIC RAILROAD CORP. ET AL. v. WESTERN PACIFIC RAILROAD CO. ET AL.,4/6/1953,5
345 U.S. 278,73 S. Ct. 671,97 L. Ed. 2d 1007,1953 U.S. LEXIS 2695,HEALY ET AL. v. COMMISSIONER OF INTERNAL REVENUE,4/6/1953,2
345 U.S. 286,73 S. Ct. 676,97 L. Ed. 2d 1013,1953 U.S. LEXIS 2235,IN RE DISBARMENT OF ISSERMAN,4/6/1953,1
345 U.S. 295,73 S. Ct. 706,97 L. Ed. 2d 1020,1953 U.S. LEXIS 2559,UNITED STATES v. PUBLIC UTILITIES COMMISSION OF CALIFORNIA ET AL.,4/6/1953,3
345 U.S. 322,73 S. Ct. 721,97 L. Ed. 2d 1041,1953 U.S. LEXIS 2541,"DAMERON v. BRODHEAD, MANAGER OF REVENUE & EX-OFFICIO TREASURER OF THE CITY & COUNTY OF DENVER",4/6/1953,3
345 U.S. 330,73 S. Ct. 681,97 L. Ed. 2d 1048,1953 U.S. LEXIS 2609,FORD MOTOR CO. v. HUFFMAN ET AL.,4/6/1953,4
345 U.S. 344,73 S. Ct. 693,97 L. Ed. 2d 1061,1953 U.S. LEXIS 2542,"UNITED STATES v. CERTAIN PARCELS OF LAND IN THE COUNTY OF FAIRFAX, VIRGINIA, ET AL.",4/6/1953,3
345 U.S. 361,73 S. Ct. 701,97 L. Ed. 2d 1071,1953 U.S. LEXIS 2608,"UNITED STATES v. GILBERT ASSOCIATES, INC.",4/6/1953,3
345 U.S. 377,73 S. Ct. 759,97 L. Ed. 2d 1086,1953 U.S. LEXIS 2206,UNITED STATES v. JONES,4/13/1953,5
345 U.S. 379,73 S. Ct. 749,97 L. Ed. 2d 1094,1953 U.S. LEXIS 2156,POPE ET AL. v. ATLANTIC COAST LINE RAILROAD CO.,4/27/1953,3
345 U.S. 395,73 S. Ct. 760,97 L. Ed. 2d 1105,1953 U.S. LEXIS 2606,POULOS v. NEW HAMPSHIRE,4/27/1953,2
345 U.S. 427,73 S. Ct. 739,97 L. Ed. 2d 1125,1953 U.S. LEXIS 2551,CALMAR STEAMSHIP CORP. v. SCOTT ET AL.,4/27/1953,5
345 U.S. 446,73 S. Ct. 733,97 L. Ed. 2d 1140,1953 U.S. LEXIS 2540,CALMAR STEAMSHIP CORP. v. UNITED STATES,4/27/1953,5
345 U.S. 457,73 S. Ct. 757,97 L. Ed. 2d 1147,1953 U.S. LEXIS 2692,UNITED STATES v. CARROLL,4/27/1953,2
345 U.S. 461,73 S. Ct. 809,97 L. Ed. 2d 1152,1953 U.S. LEXIS 2603,TERRY ET AL. v. ADAMS ET AL.,5/4/1953,4
345 U.S. 495,73 S. Ct. 800,97 L. Ed. 2d 1174,1953 U.S. LEXIS 2538,"ESSO STANDARD OIL CO. v. EVANS, COMMISSIONER OF FINANCE AND TAXATION, ET AL.",5/4/1953,2
345 U.S. 502,73 S. Ct. 807,97 L. Ed. 2d 1182,1953 U.S. LEXIS 2602,UNITED STATES v. INTERNATIONAL BUILDING CO.,5/4/1953,3
345 U.S. 507,73 S. Ct. 803,97 L. Ed. 2d 1206,1953 U.S. LEXIS 2550,CALLANAN ROAD IMPROVEMENT CO. v. UNITED STATES ET AL.,5/4/1953,2
345 U.S. 514,73 S. Ct. 856,97 L. Ed. 2d 1211,1953 U.S. LEXIS 2087,"WELLS, ADMINISTRATRIX, v. SIMONDS ABRASIVE CO.",5/18/1953,2
345 U.S. 528,73 S. Ct. 840,97 L. Ed. 2d 1221,1953 U.S. LEXIS 2088,MAY v. ANDERSON,5/18/1953,4
345 U.S. 544,73 S. Ct. 848,97 L. Ed. 2d 1232,1953 U.S. LEXIS 2558,WATSON ET AL. v. COMMISSIONER OF INTERNAL REVENUE,5/18/1953,2
